-0.3607,-0.4092,-0.5896,-0.7518,0.2366,-0.6064,-0.9205,-0.3429,-0.2326,-0.4291,-0.3189,0.0366,-0.5413,-1.0497,-0.6492,-0.6703,0.1616,-0.9491,-0.5498,0.131,-0.4639,-0.3249,-0.4007,-0.2196,-0.6008,-0.5431,-0.697,0.4537,-0.5303,-1.0796,-0.6549,-0.729,DLBCL
1.7325,1.0095,2.1016,2.0677,1.4824,0.7241,2.1014,1.5173,1.7498,2.6604,0.4623,1.4464,2.4032,1.0308,1.9485,1.6711,1.2848,1.8371,3.0631,1.0839,2.0605,1.6936,1.3786,0.0668,1.8533,1.99,2.7449,1.9097,2.5067,1.8495,2.0162,1.012,DLBCL
-1.0762,-1.4793,-0.9765,-1.2208,-1.0609,-0.8643,-0.9441,-1.0169,-0.7314,-1.4085,-0.7487,-0.7672,-1.0821,-0.7689,-0.8883,-0.9175,-1.0636,-1.0604,-0.8309,-0.9488,-0.8832,-0.7397,-1.1435,-0.8892,-0.9429,-0.7984,-1.0265,-1.0866,-1.1234,-0.6185,-0.633,-0.6397,FL
0.3012,1.2217,0.1828,-0.0854,-0.2236,-0.5166,-0.1566,0.3842,0.1118,-0.1978,-0.3405,-0.6491,-0.2609,0.188,-0.2612,0.5469,-0.5576,0.2491,-0.6113,-0.6791,0.527,-0.1358,-0.0786,-0.7235,-0.5697,-0.0225,0.6747,-0.4452,-0.284,-0.2917,0.229,-0.4861,DLBCL
-0.014,0.6475,0.2789,-0.5779,0.6937,-0.7618,0.3675,-0.825,-0.2299,0.0587,0.7504,0.9673,0.1327,0.3166,-0.0253,0.7568,1.9533,0.7881,-0.1947,0.1329,-0.4885,-0.3673,-0.4761,-0.7883,0.7208,0.0512,-0.3791,0.8865,-0.2814,-0.016,-1.0238,-0.2577,DLBCL
-0.8531,-1.4194,-0.9248,-0.973,-1.1289,-0.7472,-0.8546,-0.8212,-0.5522,-0.7877,-0.3707,-0.0373,-0.1633,-0.3532,-0.8423,-0.7621,-0.8766,-0.0426,-0.107,-0.6815,-0.8709,-0.7791,-0.4119,-0.8564,-0.6041,-0.7025,-0.3374,0.0173,-0.7447,-0.1373,-0.3049,-0.4263,FL
-1.4711,0.5878,-0.0356,0.3127,1.3866,0.7927,-0.4194,-0.3304,-0.7234,-0.2086,0.6923,0.9795,0.2825,0.2892,-0.0989,-0.4041,-0.4666,-0.0379,-0.0573,0.6182,-0.0959,-0.2343,0.3437,0.2869,0.0005,0.1111,0.0232,0.2884,-0.2099,0.8794,-0.5068,0.4415,DLBCL
0.1194,0.6802,1.1046,1.31,0.4685,2.5626,0.8128,1.911,2.0383,0.837,2.7842,1.649,0.7751,1.5221,1.1703,1.7494,1.6254,0.8382,1.0235,0.4495,0.3687,0.2608,1.2561,1.6613,0.6305,0.4659,0.8455,0.2749,0.2561,1.1538,0.4568,2.5402,DLBCL
0.9729,-0.7272,0.6229,0.9255,-0.2548,-0.758,1.7049,-0.5558,0.0662,0.9517,-0.4663,-0.2959,0.7051,0.8664,1.7229,-0.0167,1.4435,0.7436,0.2039,-0.2231,2.1571,0.8136,0.6504,-0.236,2.2123,2.5474,0.0958,1.1421,2.798,1.276,0.3596,-0.0503,DLBCL
0.842,0.7811,1.9975,1.4449,0.1248,1.4724,0.7022,1.5947,1.7803,0.9371,-0.1463,0.1584,0.6957,0.3947,0.6018,2.7059,0.2369,1.4262,0.4153,-0.622,-0.135,0.298,0.372,1.4487,0.4834,-0.3266,1.922,0.2891,0.2588,0.1517,0.3262,1.4096,DLBCL
-1.1233,-1.0924,-0.4043,-1.1376,-1.2687,-0.6794,-1.0436,-0.4945,-0.6701,-1.1284,-0.6764,-1.2896,-1.204,-0.7662,-0.9524,-0.6495,-0.8482,-1.1544,-0.8128,-1.0497,-0.7722,-0.4943,-1.0946,-0.9528,-1.0619,-0.7597,-0.7314,-1.5758,-1.1551,-1.263,-0.8199,-0.8598,DLBCL
2.2469,0.8663,2.3059,1.7199,0.5218,2.6456,0.6267,0.6626,1.8809,1.864,0.4561,0.9518,3.1253,0.8318,0.7942,2.1545,0.4665,0.4709,1.178,1.1142,1.4746,0.0424,1.4351,1.5965,2.086,1.0363,2.7213,1.029,1.1087,0.9511,0.5087,1.0875,DLBCL
-0.7157,-0.4156,-0.6564,-0.8888,-1.1626,-0.6045,-0.8191,-0.783,-0.5118,-0.9893,-0.8592,-1.0139,-1.1534,-0.5325,-0.7679,-0.6281,-0.8825,-0.9245,-0.999,-0.7683,-0.579,-0.8032,-0.4984,0.0995,-0.9496,-0.5864,-1.0325,-0.8791,-0.6865,-0.7042,-0.8583,-0.6724,FL
-0.8796,-0.4869,-0.5964,-0.4288,-0.5222,-0.9067,-0.7825,-0.8301,-0.7305,-0.8066,-0.4726,-0.51,-0.7898,-0.6143,-0.4259,-0.4096,-0.8624,-0.4033,-0.464,-0.9907,-0.6098,-1.0449,-0.4179,-0.6396,-0.6471,-0.709,-1.0449,-1.1237,-0.4641,-0.2887,-0.6714,-0.3486,FL
-0.7849,-0.3414,-0.9638,-0.8696,-0.8896,-0.6905,-0.8595,-0.9006,-0.7893,0.0202,-0.7055,-0.6249,-0.3165,-0.5417,-0.4908,-0.9084,-0.5576,-0.6947,-0.5417,-0.4294,-0.618,-0.8763,-0.2962,-1.0324,-0.2458,-0.7329,0.0265,0.6785,-0.4694,-0.7416,-0.3947,-0.6514,FL
0.412,0.8402,1.1761,0.8154,0.5466,0.9628,0.1451,1.13,-0.1175,2.2356,-0.283,-0.0953,0.7911,0.3249,0.8187,0.5989,0.9829,2.2146,1.2458,0.7201,0.1775,0.187,-0.0735,0.1097,1.2873,0.0752,-0.0355,0.8634,0.3144,0.2152,-0.3229,0.8036,DLBCL
-1.164,-1.7172,-0.9714,-1.3491,-1.4392,-0.6227,-0.8116,-0.7014,-0.7067,-1.0727,-1.1194,-1.1828,-1.2543,-0.9507,-0.9603,-0.7664,-0.5777,-1.6771,-0.8498,-0.9317,-0.7599,-0.5834,-0.8316,-0.1949,-1.2388,-0.7809,-0.9101,-1.1509,-1.0307,-0.7841,-0.5881,-0.928,DLBCL
0.656,0.6294,0.9525,0.8854,1.7483,-0.2326,-0.222,1.0519,0.9834,0.601,0.2813,0.92,0.3766,0.1697,0.4886,0.0231,1.9861,1.6573,0.5093,0.5719,0.3193,0.049,0.2195,-0.0323,-0.4537,0.2346,0.6292,0.5165,0.558,0.932,-0.6046,1.1496,DLBCL
0.4181,1.8786,0.4812,3.5468,3.1864,1.4152,2.3817,0.7998,-0.4892,0.4732,2.2405,0.1261,0.3894,3.8431,1.4268,1.5817,0.5097,0.5188,1.0145,1.0044,3.0636,0.5251,0.2563,0.9008,1.0593,2.389,0.5396,0.3496,0.1396,3.0808,1.6558,2.4709,DLBCL
0.7135,0.7295,0.6743,1.0978,0.8321,1.6699,1.3541,1.4918,1.8897,0.5514,0.8501,0.6401,0.5297,1.6305,0.9921,2.168,0.5708,0.794,0.503,-0.1085,0.4817,-0.1467,1.4463,1.4421,0.9198,0.1332,1.8137,0.5162,0.5659,0.5566,0.8497,0.8901,DLBCL
1.1355,-0.1354,0.0114,1.0176,-0.1539,0.7422,-0.3038,-0.6039,-0.1577,0.6716,0.3285,1.3483,0.9715,-0.315,-0.0878,-0.2395,0.3226,0.1033,1.4103,0.3197,0.2865,0.0205,1.4857,-0.5655,0.3978,-0.1497,-0.029,0.9851,1.4,1.1976,1.7086,-0.4102,DLBCL
-1.1031,-0.85,-0.7873,-0.9676,-0.3353,-0.9294,-0.8554,-0.0111,-0.7348,-1.1025,-0.5688,-0.9706,-1.0064,-0.8293,-0.8376,-0.8882,-0.059,-1.104,-1.0604,-0.7147,-0.7434,-0.5849,-1.1118,-0.9235,-0.8805,-0.6399,-1.085,-1.3592,-0.7527,-0.944,-0.7287,-1.0389,DLBCL
-0.8182,-0.8205,-0.5286,-0.4399,-0.1578,-0.7583,-0.6176,-0.7575,-0.8773,-0.7372,-0.767,-1.0627,-0.8504,-0.7418,-0.7275,-0.6777,-0.7104,-0.2404,-0.9077,-0.939,-0.7126,-0.5564,-0.9062,-0.7929,-0.5949,-0.5763,-0.6361,-0.9985,-0.7818,-1.0803,-0.9221,-0.7656,FL
1.2505,1.3074,-0.1266,0.7871,1.3739,-0.0794,1.7174,0.6749,-0.5733,2.1828,-0.4248,-0.5721,0.7307,1.1973,1.255,-0.3086,-0.9973,1.912,0.0502,0.0476,0.9874,0.7654,-0.1,-0.444,0.2547,0.0291,0.4499,1.3857,0.5659,-0.0367,-0.0412,-0.0636,DLBCL
0.9794,0.735,1.6734,0.3352,1.0119,1.0406,-0.5671,1.8669,2.3132,-0.2097,0.0131,-0.1123,-0.0555,-0.5181,-0.5407,2.1105,0.775,0.9293,-0.3998,-0.4674,-0.7599,0.7398,0.9691,2.075,-0.5116,-0.5376,-0.2695,0.1687,-0.2046,0.3583,2.4494,-0.256,DLBCL
-1.2779,-1.3769,-1.1925,-1.0335,-1.2768,-1.0933,-1.0922,-0.923,-1.1105,-1.1433,-1.0858,-1.3695,-1.1137,-1.1658,-1.0981,-1.1599,-0.9846,-1.3935,-1.1905,-1.0595,-0.7414,-0.6762,-1.045,-0.9259,-1.1628,-0.9163,-1.3151,-1.1941,-1.1287,-1.3778,-0.9211,-0.9918,DLBCL
1.3163,-0.2214,-0.0098,-0.3258,-0.6076,-0.1268,-0.6224,-0.6219,-0.3605,0.309,-0.0666,-0.3447,-0.6873,-0.6337,-0.8122,-0.0167,-0.4309,-0.2239,-0.6935,-0.2479,-0.8442,-0.6075,0.0833,-0.7676,-0.5509,-0.5348,-0.4395,0.2848,-0.5223,-0.6355,0.5585,-0.7689,DLBCL
0.0493,-0.2303,0.1565,-0.381,-0.0337,-0.7813,0.2091,-0.4409,-0.1489,-0.2415,-0.8091,-0.4725,-1.0371,-0.6212,-0.0854,-0.3037,0.5924,0.5265,-0.5598,0.329,-0.7887,-0.571,-0.8582,-0.825,-0.4735,-0.5643,-0.6152,0.0897,-0.0748,0.2014,-1.0797,-0.7689,DLBCL
-1.1679,-1.349,-0.7875,-1.2044,-1.0854,-0.8996,-0.9311,-1.1388,-0.8126,-1.0511,-0.8746,-0.8812,-0.9671,-0.7057,-0.9168,-0.7376,-0.7618,-1.011,-0.8119,-0.7659,-1.097,-1.0902,-0.794,-0.8707,-0.8593,-0.756,-0.4165,-0.8082,-0.75,-0.8579,-0.8214,-0.8227,FL
0.7131,1.772,-1.0065,-0.2465,0.493,-0.62,0.2471,-0.3304,0.1216,1.0094,-0.0273,0.4204,0.6298,-0.6215,0.1299,-0.6648,1.2341,-0.1477,-0.1558,0.2929,0.305,0.3024,-0.5806,-0.3204,0.341,0.1222,-0.3496,0.6958,0.7539,0.5635,-0.4086,-0.6103,DLBCL
-0.4176,0.8032,-1.0743,0.5817,1.2713,0.0221,1.5378,-0.0105,-0.9904,-0.3795,1.8117,1.1898,0.2809,0.535,0.0507,0.2164,-0.3541,-0.8036,-0.2606,-0.4942,0.2597,-0.4045,-0.1369,-0.6243,-0.1926,0.1157,-0.1747,0.0481,-0.9062,-0.6024,-0.5088,0.6184,DLBCL
-1.2893,-1.7671,-1.0984,-0.9238,-1.1841,-0.9989,-1.0816,-1.5616,-1.1868,-0.8011,-1.0943,-1.1773,-0.8364,-0.9848,-0.9643,-0.9732,-1.1382,-1.271,-1.074,-0.9112,-0.7578,-0.9318,-1.0964,-0.9807,-0.8256,-0.8048,-1.0547,-0.8384,-1.0122,-0.9523,-0.8603,-0.8743,FL
